"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","422","TC-W13: Wishlist persists after page refresh","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC03_Wishlist","Regression","Trello_TestScript.TC03_Wishlist","TC_W13_wishlistPersistsAfterRefresh"
"","176","verifyProductCanBeAddedToCart","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC02_Cart","Regression","Trello_TestScript.TC02_Cart","verifyProductCanBeAddedToCart"
"","354","TC-W21 [EDGE]: Wishlist is functional on a mobile viewport (375px)","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC03_Wishlist","Regression","Trello_TestScript.TC03_Wishlist","TC_W21_wishlistFunctionalOnMobileViewport"
"","448","emailValidation","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC07_Checkout","Regression","Trello_TestScript.TC07_Checkout","emailValidation"
"","7307","clearAllFilters","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC04_Filters","Regression","Trello_TestScript.TC04_Filters","clearAllFilters"
"","2066","sortByPriceLowToHigh","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC05_Sort","Regression","Trello_TestScript.TC05_Sort","sortByPriceLowToHigh"
"","4414","addSameProducttwice","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC02_Cart","Regression","Trello_TestScript.TC02_Cart","addSameProducttwice"
"","1862","sortByNameAToZ","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC05_Sort","Regression","Trello_TestScript.TC05_Sort","sortByNameAToZ"
"","280","costCalculationCheck","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC07_Checkout","Regression","Trello_TestScript.TC07_Checkout","costCalculationCheck"
"","327","TC-W11: Add to cart from wishlist","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC03_Wishlist","Regression","Trello_TestScript.TC03_Wishlist","TC_W11_addToCartFromWishlist"
"","247","verifyPositiveTotalCost","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC07_Checkout","Regression","Trello_TestScript.TC07_Checkout","verifyPositiveTotalCost"
"","3310","filterByPriceRange","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC04_Filters","Regression","Trello_TestScript.TC04_Filters","filterByPriceRange"
"","559","TC-W02: Add multiple different products to the wishlist","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC03_Wishlist","Regression","Trello_TestScript.TC03_Wishlist","TC_W02_addMultipleProductsToWishlist"
"","4334","filterByMultipleCategories","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC04_Filters","Regression","Trello_TestScript.TC04_Filters","filterByMultipleCategories"
"","402","TC-W01: Add a single product to the wishlist","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC03_Wishlist","Regression","Trello_TestScript.TC03_Wishlist","TC_W01_addSingleProductToWishlist"
"","382","TC-W14 [EDGE]: Wishlist handles cleared localStorage gracefully","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC03_Wishlist","Regression","Trello_TestScript.TC03_Wishlist","TC_W14_wishlistHandlesClearedStorage"
"","657","verifyDiscountfeature","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC010_Discount","Regression","Trello_TestScript.TC010_Discount","verifyDiscountfeature"
"","303","requiredFieldValidation","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC07_Checkout","Regression","Trello_TestScript.TC07_Checkout","requiredFieldValidation"
"","3306","filterByCategory","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC04_Filters","Regression","Trello_TestScript.TC04_Filters","filterByCategory"
"","318","TC-W20 [EDGE]: Long product name does not break wishlist layout","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC03_Wishlist","Regression","Trello_TestScript.TC03_Wishlist","TC_W20_longProductNameDoesNotBreakLayout"
"","5271","filterCombinationWithNoResults","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC04_Filters","Regression","Trello_TestScript.TC04_Filters","filterCombinationWithNoResults"
"","3297","filterByRating","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC04_Filters","Regression","Trello_TestScript.TC04_Filters","filterByRating"
"","310","addingMultipleProduct","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC02_Cart","Regression","Trello_TestScript.TC02_Cart","addingMultipleProduct"
"","959","multipleDiscount","ParallelSuite","2026-09-16","failed","2026-09-16","Trello_TestScript.TC010_Discount","Regression","Trello_TestScript.TC010_Discount","multipleDiscount"
"","461","TC-W08: Wishlist badge stays accurate after add and remove","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC03_Wishlist","Regression","Trello_TestScript.TC03_Wishlist","TC_W08_wishlistBadgeAccuracy"
"","4343","increaseAndDecreaseProdQuality","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC02_Cart","Regression","Trello_TestScript.TC02_Cart","increaseAndDecreaseProdQuality"
"","5378","filterByMultipleCriteria","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC04_Filters","Regression","Trello_TestScript.TC04_Filters","filterByMultipleCriteria"
"","3305","verifyCartAfterRefreshing","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC02_Cart","Regression","Trello_TestScript.TC02_Cart","verifyCartAfterRefreshing"
"","4355","applyFiltersAfterScrolling","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC04_Filters","Regression","Trello_TestScript.TC04_Filters","applyFiltersAfterScrolling"
"","165","VerifyDiscountedProductPriceIsDisplayedCorrectly","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC02_Cart","Regression","Trello_TestScript.TC02_Cart","VerifyDiscountedProductPriceIsDisplayedCorrectly"
"","2343","verifyCartTotal","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC02_Cart","Regression","Trello_TestScript.TC02_Cart","verifyCartTotal"
"","844","TC-W07: Wishlist displays correct product name, price, and image","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC03_Wishlist","Regression","Trello_TestScript.TC03_Wishlist","TC_W07_wishlistDisplaysCorrectDetails"
"","337","TC-W18 [EDGE]: Browser back button preserves wishlist heart states","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC03_Wishlist","Regression","Trello_TestScript.TC03_Wishlist","TC_W18_browserBackPreservesWishlistState"
"","1791","sortByRatingHighToLow","ParallelSuite","2026-09-16","passed","2026-09-16","Trello_TestScript.TC05_Sort","Regression","Trello_TestScript.TC05_Sort","sortByRatingHighToLow"
